transactionId,userId,timestamp,merchantName,amount
d80e0bda-f8e5-4240-9fb5-bb9dd11473eb,4e75b8a2,2024-02-01 16:37:35,Walmart,852.68
d6691fd4-0f1c-4c6d-ae15-9b0fb50cce50,fd03a978,2024-06-10 16:38:15,Amazon,137.13
27979a77-bd42-421f-bb2a-7c2b988d7cef,ef11ddfb,2024-05-18 16:36:15,eBay,487.29
19e9e123-ce46-4520-ad1f-f366438352e7,17bd6e3a,2024-07-16 16:38:17,eBay,340.04
8f757ee3-d764-4f9a-9d04-e389d90fdd75,8117070b,2024-01-21 16:40:00,Uber,25.51
053b236c-7cf5-40e0-902e-a0df545698df,66366b8a,2024-09-03 16:39:36,Target,28.85
a070894f-f0ee-4c3f-80cd-dbade1172761,4d37e977,2024-08-30 16:35:01,eBay,57.31
f359a946-cb93-414a-a720-fdee4ac11b56,3a0032b9,2024-08-03 16:36:14,Target,409.39
f004fac8-e90c-4847-887c-6d80a09c9fa6,80f624e8,2024-09-26 16:34:53,Amazon,875.48
d3021175-5e9d-4dc8-ba3a-34437f084c2e,8df30f86,2024-01-02 16:36:12,Best Buy,605.91
7ab2a9fe-fa32-4c5b-b8aa-6f6246f2cc3b,bae5d301,2024-06-01 16:39:29,Amazon,615.74
ece44814-f5cc-4d7d-a93f-b24519285bb4,5d5d14d2,2024-08-18 16:38:26,Starbucks,292.03
75f6db63-a9e8-4be5-8b92-16b33172162c,adcf991c,2023-12-23 16:37:11,Uber,906.6
41d9a71b-ba23-499f-868f-f5d10d3eec7f,98df86f0,2024-09-22 16:38:49,Target,648.68
b02ca473-36a8-4944-9045-47b52a25a468,3fd0e293,2024-07-27 16:34:47,McDonald's,162.7
1b75a0c5-e0fd-4c88-a197-b110ce031446,cf0a7292,2024-10-25 16:35:43,Target,81.07
5e00c0c6-5c31-4e38-adb5-c5162adb23fc,294932d9,2024-05-23 16:39:40,eBay,924.06
9a482b66-8e2c-4f7d-92f5-7cf822ec2aa6,50e024ec,2024-04-25 16:37:04,Target,461.38
53c84925-aff7-4869-85c6-e05b5620ceb5,ec30ed5d,2024-01-30 16:37:29,Apple,146.15
10df0ed1-c44b-4398-af0f-84b3250bb9fb,8acac0a3,2024-05-03 16:35:56,Uber,839.53
1f6adab6-6e5c-424f-8e1e-310debf28127,0e90171c,2024-08-22 16:37:33,Starbucks,983.68
f1f7c7b4-9fbd-4176-bf27-852547bcc120,35690feb,2024-05-30 16:39:02,Apple,523.16
99d551f7-574d-4359-86c4-9f78dc29b39b,455df79c,2024-10-29 16:36:03,McDonald's,855.46
e755faaf-904a-466b-8c05-5d2dca549abd,a7df85aa,2024-01-27 16:37:21,eBay,445.39
6541a95d-f898-4fae-be5b-e72a4ccc7c93,2dca2f4b,2024-06-24 16:37:26,Amazon,510.55
872e32a9-6f79-4076-a7d5-c74a2928f4e8,a620ac63,2024-10-07 16:39:45,Apple,386.45
40756fdd-68cd-46d4-b2eb-037d59f8bb8f,e7c69200,2024-07-23 16:38:46,Costco,429.85
efdc0e46-0cf0-40f2-8788-4b889a1cbd15,c2c9b3dd,2024-04-18 16:34:52,Amazon,786.38
17b6110b-bb84-4df3-b39a-ccca9b7045f8,2e57b16c,2024-02-25 16:39:43,Costco,717.22
be82bb63-c84b-471e-8f08-3df92ebadfa2,d3e8c947,2024-08-06 16:36:06,Amazon,218.89
d31c3058-2c8c-48d2-8c61-b063be4b46a8,2ffc28da,2024-05-14 16:39:23,Apple,126.92
3294062f-4f66-4957-b066-a32ef316609a,ef20326e,2024-09-16 16:35:50,Costco,910.29
a71228d5-c43b-46e2-9805-af1a63fb6d35,ffc4e43f,2024-03-29 16:38:59,Walmart,66.26
4b2fe814-84fe-4df1-811c-71aae3bcd056,8b60ccc5,2024-07-05 16:35:14,Amazon,463.88
dda2629a-2fad-4944-93a6-19e043e32aab,d3536597,2024-03-05 16:37:19,Walmart,150.94
6763e994-8170-4572-9e51-aacf759d1acb,35636203,2024-07-17 16:34:46,McDonald's,528.27
98b19f69-080d-4a2e-9a38-2343fc1d6f40,b16f0a3c,2024-07-03 16:36:23,Amazon,600.39
5aa84fbb-86c5-4bce-bb9e-883e6a54f0b5,85e3d02b,2024-12-04 16:34:44,Costco,253.62
5c652179-caf5-4898-8510-bdae1d58420a,82548c26,2024-07-07 16:34:06,eBay,284.75
2f36b299-d1d3-41ad-bc83-8310f5a4f5bf,ec6a6fda,2024-11-03 16:35:55,Walmart,66.83
03508514-fdb2-41fa-ac74-14d79956e00d,0ac00273,2024-04-26 16:35:45,Target,128.44
28069ca8-045b-4211-8cb9-b84848549969,e2cf83af,2024-05-10 16:35:03,Target,347.02
3feab65b-0ca1-4fe5-a5fa-c8cea055d9ac,f65bb057,2024-03-01 16:38:34,Starbucks,692.27
faf0deef-3fa4-412e-970b-eb13f2c5af06,4b9b79bb,2024-07-05 16:38:05,Costco,431.03
f8747ee1-3b34-467f-87f5-233b55a25aa6,75541753,2024-10-31 16:35:46,McDonald's,457.09
e18fac27-0671-4792-981d-c0efac6466d5,497516c5,2024-01-12 16:38:24,Target,970.76
c5874cdb-97f9-4a14-9797-48dc538fb34b,f30ac22d,2024-08-30 16:36:15,Apple,402.82
287b13d8-97e9-4e72-8d12-a872b84d996e,ca3846b4,2024-11-17 16:36:04,McDonald's,558.13
c2b5032b-f554-4272-8530-3591dfea76f5,9527d680,2024-05-10 16:38:59,Starbucks,685.58
5282338b-91ad-414e-b0e3-fe13139c6946,ef907d90,2023-12-21 16:37:23,Target,448.8
b350f82a-85b2-46b5-a46a-bbccfa5acef3,d74e0931,2024-08-11 16:34:58,Starbucks,772.13
a3806172-edaf-4d76-82eb-6f641c737a10,0c17d4f9,2024-06-21 16:37:59,McDonald's,101.02
2791c372-591f-4ab4-bfae-ec376be84853,e60f0128,2024-05-19 16:34:46,Target,312.29
5a6a0d72-ccdd-4170-8729-b23730eb0325,d9c76b1b,2024-12-11 16:39:42,Best Buy,252.28
24cc820f-2189-4b3f-a5b1-454f1d7a7a91,8abb4d8c,2024-10-15 16:36:36,eBay,247.22
62b0fee0-7b35-4ba7-8356-a9647065933c,20ceea39,2024-09-30 16:37:19,Uber,160.56
7f53dd10-fc6b-4bcc-882c-8a50a819ba6b,d052be47,2024-06-26 16:34:02,Starbucks,297.17
6fc28c59-6de9-40cb-bfcd-38bf0ddb11be,8569d71e,2024-02-26 16:39:48,Costco,213.57
8ba35832-9cbe-4b83-af8f-c1611aba4ed8,dcc4269a,2024-11-23 16:36:07,Uber,5.72
8ad54b41-0e2c-4e37-9d43-a63a3fe36134,07f6de4c,2024-03-04 16:36:32,Target,565.74
8e5ba7c6-7d71-437f-975f-1d2ca19a4993,479d72fa,2024-10-02 16:38:54,eBay,35.5
ddb4ac68-7d65-441d-b2a6-b13d66c63e98,7e10439f,2024-03-23 16:37:31,eBay,688.23
00601023-555c-4aca-a187-3b31883ea5af,76be89ec,2024-08-31 16:34:07,Costco,425.82
09d8756e-f31c-4cc1-b566-96a9d3b50ffe,c22aac86,2024-03-31 16:38:20,eBay,459.85
cbf0bd1d-aba7-4fda-8572-aa0425341a24,d90aac25,2024-07-14 16:37:11,Starbucks,89.9
b9c2c34b-c3d5-43d8-8db3-cf51830da3bf,d8f9cfb6,2024-04-28 16:34:28,Best Buy,290.49
7a5e4741-a910-4d6d-980a-659f6eff6874,34986d7c,2024-08-27 16:34:13,Target,159.3
5e32a50c-fdde-461e-a1c6-14dd96ee8c33,91604fad,2024-02-05 16:35:58,eBay,378.0
a81a9826-3b3c-4969-82cc-811fe1266847,ffa5d6e3,2024-07-19 16:35:36,eBay,922.13
14faaae0-c65c-4932-9d2b-6142a642f871,09612a58,2024-08-17 16:38:36,eBay,797.62
0fc63aad-bb91-4aa2-a01b-22dfb2aeb809,01ea856f,2024-07-13 16:39:34,Costco,989.41
855dbecd-be34-4fe0-b775-8c47ed8dcf73,527dc834,2024-04-24 16:37:47,Target,6.8
4e0730c5-61cd-4174-b2cf-fde83b01bbec,2b71ad68,2024-05-12 16:35:58,McDonald's,293.52
89e94afa-6863-4523-9d78-121f3e1871a5,edee6fd8,2024-10-02 16:36:19,McDonald's,991.09
defb7259-3796-466d-90a0-1b2a095c5d2e,35690feb,2023-12-22 16:34:18,Apple,352.35
23d1f150-6c65-458d-9639-7ab6daef636d,4aa4d5e9,2024-02-23 16:34:15,Uber,474.77
4347c29c-24d1-4269-89b6-bfaee0ce5ea5,ebefbb82,2024-04-05 16:39:15,Walmart,462.61
60d7f278-cf2f-4d59-b07d-1a280cd81382,f4833d22,2024-03-14 16:38:03,Starbucks,396.89
4e279d2e-a6c2-4c60-83e5-1792a3534bb2,996b2dd4,2024-02-07 16:38:15,Costco,520.37
25cd01e1-dde7-48a1-a531-6045cb0d0559,85ea3da9,2024-07-28 16:38:32,McDonald's,387.61
29ae8c43-82c0-4e84-bb3c-c3a12f74b0bd,51df7eef,2024-01-06 16:34:16,Walmart,224.88
68892e52-374f-4e49-899f-df430fd77917,e60f0128,2024-05-08 16:36:58,eBay,490.7
18dc98a0-fc1b-41da-bd2f-daa4ddc9a151,19b2c26e,2024-06-28 16:39:59,Costco,492.33
0c316f42-6f85-4e98-b2d1-fa8259160691,26bf5b00,2024-06-03 16:39:23,Apple,484.89
ac3d5d4d-9f34-4c12-9aaf-76191844e76c,d7f7a630,2024-02-18 16:38:11,Walmart,28.67
635693a4-a525-4245-a3a5-b82834477603,006c76d9,2024-04-15 16:37:27,Walmart,401.29
eab18d5a-a5d9-4e69-9fd3-5be26fd6c448,8fe64fb7,2024-01-28 16:34:44,McDonald's,767.36
b09e0f26-c5d2-45e7-9a65-69b53b21e0db,ec6a6fda,2023-12-25 16:37:49,Uber,871.0
28fb671e-fd8b-4173-ba70-313d1b62a286,b88d6ad1,2024-04-06 16:35:04,Walmart,848.2
fbade3df-1bec-41de-8e69-adf24f08aff7,51ffd714,2024-08-08 16:35:31,Costco,321.34
db4109ee-4cb2-408b-bb83-5a0a79d4b853,71d92f2b,2024-03-15 16:39:46,Costco,576.15
c5cf954d-cfa7-4c16-b0ef-a930e5776899,3bbe2fc0,2024-03-22 16:39:30,Amazon,128.45
11578121-b664-419c-841a-61b8ce1de76f,f832ee79,2024-11-26 16:37:23,Target,106.47
a48038ad-7b38-47c8-a817-78621266a294,b90e1de3,2024-05-22 16:35:04,Walmart,376.61
9532c077-6ad8-4931-93de-79cfdaa3909a,15cd8eea,2024-08-07 16:36:27,Best Buy,653.92
ab12f79d-b17a-464d-bdd8-1341e667a856,98005f6c,2024-08-23 16:35:30,Starbucks,379.85
c18dfc79-f8b4-4f2c-8919-2e55e18a6063,b623f0ef,2024-10-09 16:34:53,Amazon,779.65
442692d8-81cb-4e65-bd74-db13ca6ff077,262f8123,2024-08-12 16:39:21,Apple,651.21
776ca24d-d5e8-42a5-844c-67794c987e76,a6c1aebc,2024-04-02 16:37:55,Costco,412.32
3b651c56-cc0a-4ad7-81eb-5f3f1c37f59c,ecba82c0,2024-09-13 16:38:34,Amazon,235.84
9feed0bf-1767-40b4-8680-ae4b6acef516,0dce4963,2024-11-13 16:34:04,Target,385.42
98a57bc0-6591-49e6-9c3b-b6a96ffb6b0e,c6b8cd05,2024-02-27 16:39:55,Apple,271.75
50f6b458-7aec-4d9f-96f6-2aabdbf85a52,d8c52a8e,2024-08-13 16:37:29,Walmart,861.15
d7cdaf1b-99b4-449b-9a0e-0a67db2cccd3,d551c36c,2024-05-29 16:34:29,eBay,629.89
9dd333eb-4c39-4b14-9e94-1ab800bffe94,0f317807,2024-10-08 16:34:06,Starbucks,930.33
ac4f1a02-e8cd-42af-8b15-5c8a56261107,ef20326e,2024-11-19 16:34:03,eBay,159.35
0bfd7f90-0eb6-49f3-bb8c-c27aec2d7946,2e16449c,2024-03-21 16:39:37,Amazon,537.86
89496990-67c3-44a0-9a3b-91017fcb08a7,3341d76d,2024-06-20 16:37:14,eBay,19.8
b7b8b48c-abde-4b2e-bb14-e0913b028fa2,27ee5abf,2024-04-11 16:36:53,Uber,495.37
3484c24b-bf49-492a-a60c-f62c2cd77916,3e117910,2024-04-06 16:39:23,Uber,354.97
2e0a3342-d348-475f-8440-aceb3103a95d,c3eb4435,2024-06-28 16:35:49,Amazon,647.79
a187d802-a032-4b4b-80ee-2e5fca00d4d9,790d384c,2024-02-27 16:38:50,McDonald's,262.4
18a2a67c-aab1-48ed-b1ab-e970d9a98f09,004ba3a1,2024-01-18 16:36:49,eBay,753.62
01c8bd8c-a90a-4b4f-a071-8b54f610abd1,dc1730e2,2024-06-13 16:37:03,McDonald's,379.41
7a98f92b-2b6b-45eb-927d-806167acba99,084311ac,2024-08-23 16:36:31,Best Buy,202.51
412e896a-8a1e-4ff2-96a0-a97835d2cc31,e8519925,2024-02-24 16:36:20,Target,633.04
6e90e561-d486-4bbc-b67b-c623dea98169,19a6f7a6,2024-08-27 16:34:25,McDonald's,228.34
76d5d0aa-d87b-41c5-bb39-99d0c35562b5,e084902b,2024-06-06 16:39:08,Apple,843.18
8dc0d1e2-6d53-47c5-9f0b-e02fd93638ab,70b9ce20,2023-12-25 16:34:56,Uber,87.88
1289fad5-82a8-4185-a4af-19f7383c0fcb,d3536597,2024-05-29 16:36:06,Target,704.08
5d40b655-275e-4336-a677-e42bcab0252a,7b9e6997,2024-08-20 16:34:47,Target,808.19
84286d12-3d14-468e-9ff5-0dbff1e6bb03,adba9b27,2024-05-11 16:39:43,McDonald's,563.6
db5c878b-f169-456c-b0a4-3bcbb1fecc75,c6b8cd05,2024-05-27 16:39:27,Best Buy,902.12
81157112-9c15-40bb-b0dc-5476ac771f3f,32e1eb40,2024-01-15 16:34:16,Starbucks,412.41
56143dc2-364e-40bf-b05c-dc048f6d15e7,3fd0e293,2024-04-23 16:35:36,Costco,523.34
b3a848ea-0856-4c25-9de0-b2a4b40733c3,6.853E+74,2024-08-27 16:37:58,Amazon,144.87
06cc4e5a-b6d4-47ca-a788-032e1bf0f51e,a3c309f0,2024-05-27 16:39:25,Apple,198.07
f836e97c-96b7-4dcb-b19b-632322102267,f04e52c7,2024-09-19 16:40:01,eBay,525.61
11c779e7-306b-49a9-90b7-66b9772573c1,e9c88220,2024-10-22 16:38:26,Best Buy,761.08
fd264514-43b0-4f8e-b00b-87493120d2c0,c22aac86,2024-11-12 16:39:25,Uber,40.65
e6ba361d-f143-4832-949c-db756d63a1fb,e98083d9,2024-10-17 16:37:03,Walmart,232.29
c8785ddc-ee41-4154-b896-cbecd6e9cb62,435e1118,2024-08-25 16:36:22,eBay,99.94
f68e9f58-9b79-45e9-a223-a913ef97de48,15cd8eea,2024-11-23 16:39:09,Walmart,437.17
39eea078-4cd8-4604-87dc-b0ba413637c8,73227559,2024-03-04 16:35:22,Amazon,422.21
cd0a4f35-5a64-4049-99bd-c10243127896,7c28ee56,2024-07-09 16:36:54,Apple,927.43
62f313c1-b711-4395-b5a6-41bc9bd97cea,3e5bc947,2024-10-31 16:39:09,Walmart,733.76
a4fc0054-c760-4d26-9c4a-e28d2d015d5d,d1e6dd8c,2024-08-31 16:37:25,Costco,25.35
a3e27738-2761-45aa-b870-16589db15d3d,ffc4e43f,2024-03-20 16:39:14,McDonald's,131.75
896646e3-d214-4d23-8ae8-2f8e320c2aef,ba70e6bc,2024-02-07 16:37:18,Starbucks,582.63
9bd8ed82-249f-4a15-add4-86c9167b5b35,2eb9e310,2024-08-27 16:37:16,Amazon,918.89
39f0964f-e39d-43a2-8058-60f77e4ba912,0b7510b5,2024-08-24 16:35:08,Amazon,442.47
5966b283-e182-4133-86d9-12ecfa398b65,0a5e0725,2024-07-02 16:36:57,McDonald's,640.42
1305bb18-7ab8-4826-8a56-ce650e8fd325,dd5f88a1,2024-11-14 16:39:53,eBay,629.43
df3a8053-0436-4036-a9a9-c1932a6a3e28,b37a5f33,2024-02-24 16:37:53,Starbucks,265.34
be9be75d-abda-4eb9-be28-f66c16732ade,5074deb4,2024-05-13 16:39:25,eBay,691.46
779f4349-7eaf-4a78-a068-eec13a4ee79e,f69de1f7,2024-05-17 16:36:37,McDonald's,49.26
21664efe-bc52-4c99-b258-b3380f910f26,1.495E+305,2024-12-02 16:39:04,McDonald's,154.22
58b2c6a4-07a4-4b7b-b24c-71b2d1ff021e,b58b03ef,2024-10-16 16:39:23,Apple,677.88
1fb93d8e-a113-40c0-a318-1d928bb5d1f1,3bbe2fc0,2024-10-17 16:35:48,Target,306.41
eabb6522-4a47-42f1-882c-b141728cb959,a176a9d9,2024-02-03 16:37:04,Walmart,598.72
96895851-d6c4-4d3c-99df-718d9346ae2e,43564fab,2024-04-19 16:38:57,Uber,991.3
21adeac7-8661-46d6-92fc-91748ebdc452,c2e659a5,2024-10-08 16:38:34,Target,76.95
89e186f4-25e6-4521-8c53-c15743ab0394,2b42878a,2024-06-21 16:34:56,Starbucks,610.16
b37f0fe5-1f4e-45d0-9125-6961539d3d94,3a0032b9,2024-06-12 16:38:02,Target,449.58
be89da5d-84d4-4e07-9967-7250c8a78443,5371e750,2024-07-21 16:36:00,Target,434.03
afb5b529-df98-4427-a839-b3c0a4b8d1b8,ec6a6fda,2024-08-17 16:37:54,Best Buy,429.08
694a423b-ea26-4774-ab75-b9beabfbef47,bf433b9e,2024-03-13 16:37:48,McDonald's,64.13
64a5f476-f032-4ef9-aff9-2f2dbc98df53,fd03a978,2024-09-19 16:38:45,Walmart,164.06
4980d6ee-6142-469b-b333-cc1c6c8a5479,1fbbafe9,2024-08-03 16:34:30,Walmart,735.1
af9b0842-afdd-4f88-87b2-ba59cba15dbb,6b1dcedd,2024-11-24 16:39:43,Amazon,529.01
5c647946-eaac-4c9e-9065-17b8e79f49fa,0f284c07,2024-12-08 16:39:55,Amazon,210.3
9bdd4c42-854a-4693-a4d7-b1c4c183503f,e7469553,2024-02-19 16:34:34,Apple,461.88
c5e9fb29-f64d-4ec2-a3ec-52216d0d1249,71d92f2b,2024-03-31 16:37:38,Walmart,223.7
af2c0348-cdde-46d6-bdc7-8cb391ab0658,4b8e23ea,2024-02-29 16:36:30,eBay,52.38
e376aaa2-e221-4ab3-88ab-8a9970b00161,dccb955a,2024-04-07 16:36:26,Amazon,906.79
c2cb0ee3-d71c-4681-b824-6635f69b0074,1d453011,2024-08-17 16:35:58,McDonald's,461.24
04db0044-89fa-47d7-9be5-3ca29a2f69e9,5370faae,2024-05-17 16:37:11,Costco,644.5
2ca0e483-ccc5-422c-b0c6-4d242c3a5c0b,d9ba4bbc,2024-07-15 16:39:27,Uber,87.97
4cf3f324-40b1-4e82-94b2-313b12ce4f57,5c821511,2024-08-01 16:38:17,Starbucks,150.34
80b7869b-5294-4e75-b786-723f1a52da5d,2eb9e310,2024-11-28 16:36:55,Amazon,854.7
bf3c9d02-cef0-41b1-9f02-ed49f4628f43,7bfd0070,2024-08-18 16:36:15,Costco,901.42
895927cc-c863-40ef-8fcc-a4bf29f42408,f04e52c7,2024-03-26 16:38:26,Starbucks,177.86
f6ab9d79-8bbd-4ebf-b271-03c5fa6ad4ff,22bee4f8,2024-06-24 16:37:05,Best Buy,234.47
cd72bfaa-3b3a-42cc-9c6a-6aba8fd3eb3e,c2e659a5,2024-08-12 16:36:54,Amazon,247.76
66f82e93-e249-4aa6-b704-a1489db1dfc1,4e2f7f43,2024-04-11 16:37:39,Amazon,482.65
13f324eb-266d-4c82-8664-68037c0b51c4,c3c3c8e8,2024-03-13 16:37:03,Apple,390.64
fca0fe06-9ed8-46ea-9d71-de0c09d5034e,32ac9e54,2024-06-12 16:36:02,Amazon,55.42
c6dbff6e-4081-46f3-a04a-2caac366d2de,258e0bda,2024-11-29 16:34:57,McDonald's,655.13
960a15fa-e2d2-4425-af14-885bc2b19415,66366b8a,2024-06-20 16:34:21,eBay,969.47
1e88db5b-99cb-49d1-a2f1-06a7e456c65b,f4833d22,2024-08-13 16:34:43,Best Buy,179.62
600b0240-9d64-440b-b047-f32552a230b4,bdfb288e,2024-08-05 16:36:26,Target,544.0
7c151361-9338-4710-b42f-90f5c0027e55,bc9a7338,2024-06-28 16:38:45,Best Buy,256.66
c5703a01-fb6c-4fa5-b6a1-9987e0375d1a,d8c52a8e,2024-04-24 16:35:18,Apple,609.65
7d076a30-a6ae-4fca-a0e9-d6dfc276b4f9,46eb6eb9,2024-03-18 16:37:27,Best Buy,388.23
5b351d68-8da9-4ab2-8327-5be6bf0b06b9,7606efee,2023-12-31 16:37:26,Apple,545.89
54ff5285-dec0-42e7-b706-6cd324ba9cce,19a6f7a6,2024-08-17 16:34:37,Uber,290.04
8990770b-1a39-41b5-8642-ad47887d3b53,3abde458,2024-04-21 16:34:28,Costco,697.97
28a96a8e-bd18-42ba-80da-553056604d5c,4a0d1719,2024-12-05 16:36:47,eBay,720.96
2004e786-5b22-4757-9717-cd2ece941550,35690feb,2024-06-23 16:39:01,Apple,813.59
fb70d507-012b-4cc8-a6df-cdeeb7183298,dc39d966,2024-05-25 16:38:07,Amazon,601.58
8edb4727-3bd2-4662-96d1-b5597207ee24,c4a81e3b,2024-01-05 16:38:08,Costco,618.27
ea805262-55f9-4c5c-a40a-911bd304590c,d48e3860,2024-06-13 16:35:10,McDonald's,587.02
7df535a9-39b1-41de-8d77-58fcdae3e7b8,4b9b79bb,2024-11-25 16:37:58,Starbucks,102.38
2c4dfa84-59ef-4b95-ac30-52882bc18648,b073f66a,2024-06-10 16:38:53,Costco,870.55
0ad2c51f-df6b-462e-934d-61dc5915f707,8c00ab26,2024-08-19 16:38:38,Target,432.98
4911d3f7-f962-4f80-8710-6518e81e162c,1ea571b4,2024-07-14 16:38:42,Uber,523.73
4e8e2807-d79e-469f-9ff0-9ca2277390c4,0f5a895b,2024-07-30 16:35:43,Starbucks,859.52
916a7934-012e-49fc-a242-d73e2b83d7dd,0712d8e5,2024-05-17 16:35:08,McDonald's,487.2
c6e4ca91-615c-438c-8e6c-0f00d7f4769b,7356188c,2024-05-09 16:34:03,Starbucks,439.14
f0548ec0-1605-4e76-ab20-b9e48e38ac2c,ffce9919,2024-02-16 16:38:42,Apple,644.73
a63f929d-893d-4181-a807-040b01c9a2f3,beff8cbd,2024-11-09 16:36:00,Starbucks,926.23
0ebac40a-5b0e-478d-908a-23226affc1b4,0db7c4d1,2024-05-04 16:37:02,eBay,386.87
30f55b31-fddb-49cc-950c-0616120aff34,804da111,2024-06-15 16:37:28,Walmart,652.88
13c32878-c218-460f-91c7-a93d42eb9a6c,7e806e8a,2024-05-13 16:38:50,eBay,155.74
f874052a-31b5-464a-be82-7cda1b390d20,e8135b12,2024-07-07 16:39:03,Best Buy,794.76
60e557b7-649b-4768-b89b-4d91de1fdac0,04c1e8ea,2024-03-08 16:38:39,Best Buy,654.07
70c318bf-b0c8-4200-a353-297fe286933c,052d585e,2024-08-26 16:39:13,Costco,933.34
1b566286-72ab-46f5-b140-56f18852996f,2040fbfd,2024-03-26 16:38:46,Amazon,912.3
b491ce2e-203a-4056-9f6c-321a68a0415b,6dccd784,2024-03-10 16:38:09,Uber,205.26
089f3b41-ac69-416d-95cb-5d015e345247,34c926c4,2024-03-28 16:37:53,Uber,311.88
ee77eeb1-e9d0-49d3-b649-e2d537bf4fbd,48d536fc,2024-06-15 16:35:03,McDonald's,585.23
38fda06d-4b0f-45d5-a428-729d779ee5ed,66366b8a,2024-03-16 16:34:45,Uber,375.37
fbd64cdf-3263-4930-9fb3-18fa5e15bd64,364b53ab,2024-06-30 16:35:39,Starbucks,102.19
5e1e252a-46bc-46cb-b8cd-e27bea8d355f,4b8e23ea,2024-03-23 16:39:35,Costco,62.02
50423c0c-7d19-4fe8-8b47-256f4baa8560,15305aa6,2024-10-21 16:38:41,Starbucks,377.69
3c362e43-4a4f-41da-9b4d-5f68a161cb48,7b95680d,2024-05-31 16:34:11,Uber,722.39
a3d70d2c-1ccf-4391-a2f2-a0fefad31022,60f513c0,2024-03-07 16:36:04,Starbucks,54.77
15bc2c73-9e55-4d45-83ec-3beaad9bfded,a3615390,2024-07-26 16:38:24,Best Buy,101.18
41853796-ef46-4f58-aac6-ef2359aaa9f4,5212d253,2024-11-08 16:39:29,McDonald's,526.13
2ac79fd8-6e00-4f52-876a-2d300ed5288e,45c35a7e,2024-12-14 16:36:29,Starbucks,811.91
9482ee80-481b-4b45-ba35-cdd9746ae413,9e6f8a35,2024-09-17 16:37:50,Walmart,60.3
ef15d406-ab61-43ef-babd-4dee9806b3f4,80d07b8e,2024-03-25 16:34:17,Costco,26.38
84557377-bd79-4f23-895d-b16b68918da3,44c0453a,2024-10-27 16:34:42,Best Buy,217.0
bc9ae972-39c9-470c-ba84-4c9fa779e74d,d2e06601,2024-09-14 16:39:14,Starbucks,950.0
d2556ad2-c304-41c6-9ff7-28719bf21813,91aa7e5a,2024-10-02 16:39:02,Walmart,660.19
c30715bd-fe0b-431e-80d8-ec41b3943c11,d06db479,2024-07-13 16:36:21,Apple,308.07
d7e450ff-e502-48a8-a5e1-2ff6e6401b19,6fae4611,2024-11-01 16:34:46,McDonald's,55.65
